Date,Close
9/30/2015,35.26
10/1/2015,35.24
10/2/2015,37.21
10/5/2015,38.72
10/6/2015,39.26
10/7/2015,39.83
10/8/2015,40.84
10/9/2015,40.55
10/12/2015,40.49
10/13/2015,40.09
10/14/2015,40.61
10/15/2015,41.64
10/16/2015,41.61
10/19/2015,40.91
10/20/2015,41.27
10/21/2015,40.43
10/22/2015,37.19
10/23/2015,37.8
10/26/2015,36.59
10/27/2015,34.84
10/28/2015,34.85
10/29/2015,36.22
10/30/2015,35.96
11/2/2015,36.08
11/3/2015,35.63
11/4/2015,36.31
11/5/2015,36.74
11/6/2015,36.6
11/9/2015,36.31
11/10/2015,36.31
11/11/2015,34.64
11/12/2015,33.92
11/13/2015,33.91
11/16/2015,34.56
11/17/2015,33.17
11/18/2015,33.02
11/19/2015,32.42
11/20/2015,32.01
11/23/2015,32.12
11/24/2015,32.4
11/25/2015,31.68
11/27/2015,31.25
11/30/2015,31.15
12/1/2015,31.22
12/2/2015,29.63
12/3/2015,29.24
12/4/2015,29.73
12/7/2015,28.89
12/8/2015,28.51
12/9/2015,28.17
12/10/2015,28.49
12/11/2015,27.33
12/14/2015,26.17
12/15/2015,26.29
12/16/2015,26.24
12/17/2015,25.99
12/18/2015,26.63
12/21/2015,26.98
12/22/2015,26.5
12/23/2015,28.25
12/24/2015,28.27
12/28/2015,28.33
12/29/2015,28.84
12/30/2015,27.98
12/31/2015,28.38
1/4/2016,28.93
1/5/2016,28.63
1/6/2016,26.96
1/7/2016,28.24
1/8/2016,29.64
1/11/2016,28.61
1/12/2016,27.79
1/13/2016,27.85
1/14/2016,28.33
1/15/2016,28.58
1/19/2016,29
1/20/2016,30.18
1/21/2016,30.29
1/22/2016,31.59
1/25/2016,30.64
1/26/2016,33.35
1/27/2016,32.64
1/28/2016,32.63
1/29/2016,33.61
2/1/2016,32.6
2/2/2016,31.63
2/3/2016,33.16
2/4/2016,32.53
2/5/2016,32.54
2/8/2016,32.54
2/9/2016,31.01
2/10/2016,32
2/11/2016,31.1
2/12/2016,32.18
2/16/2016,32.83
2/17/2016,33.97
2/18/2016,33.16
2/19/2016,32.06
2/22/2016,32.79
2/23/2016,30.21
2/24/2016,31.11
2/25/2016,30.58
2/26/2016,30.91
2/29/2016,30.34
3/1/2016,31.47
3/2/2016,32.09
3/3/2016,32.49
3/4/2016,30.67
3/7/2016,33.46
3/8/2016,31.55
3/9/2016,31.52
3/10/2016,32.66
3/11/2016,33.32
3/14/2016,33.04
3/15/2016,34.06
3/16/2016,35.23
3/17/2016,35.14
3/18/2016,35.79
3/21/2016,34.47
3/22/2016,34.69
3/23/2016,34.32
3/24/2016,35.14
3/28/2016,35.56
3/29/2016,36.18
3/30/2016,36.11
3/31/2016,36.61
4/1/2016,36.33
4/4/2016,36
4/5/2016,35.07
4/6/2016,35.08
4/7/2016,35.45
4/8/2016,36.57
4/11/2016,35.55
4/12/2016,37.56
4/13/2016,37.11
4/14/2016,36.5
4/15/2016,36.13
4/18/2016,36.78
4/19/2016,37.45
4/20/2016,37.24
4/21/2016,36.41
4/22/2016,37.27
4/25/2016,37.26
4/26/2016,37.73
4/27/2016,39.43
4/28/2016,38.14
4/29/2016,38.16
5/2/2016,37.67
5/3/2016,37.03
5/4/2016,37.12
5/5/2016,37.86
5/6/2016,37.85
5/9/2016,37.94
5/10/2016,38.75
5/11/2016,38.23
5/12/2016,38.45
5/13/2016,38.13
5/16/2016,38.02
5/17/2016,39.17
5/18/2016,38.26
5/19/2016,37.73
5/20/2016,37.8
5/23/2016,37.65
5/24/2016,38.23
5/25/2016,38.93
5/26/2016,39.8
5/27/2016,39.82
5/31/2016,39.87
6/1/2016,39.87
6/2/2016,40.17
6/3/2016,40.12
6/6/2016,40.32
6/7/2016,40.95
6/8/2016,40.86
6/9/2016,42.41
6/10/2016,41.1
6/13/2016,40.8
6/14/2016,40.66
6/15/2016,40.7
6/16/2016,40.72
6/17/2016,41.93
6/20/2016,42.42
6/21/2016,42.83
6/22/2016,42.7
6/23/2016,42.87
6/24/2016,41.74
6/27/2016,41.39
6/28/2016,43.12
6/29/2016,41.89
6/30/2016,42.15
7/1/2016,43.18
7/5/2016,42.06
7/6/2016,42.12
7/7/2016,41.82
7/8/2016,42.28
7/11/2016,41.89
7/12/2016,42.68
7/13/2016,41.44
7/14/2016,41.21
7/15/2016,41.13
7/18/2016,41.08
7/19/2016,40.95
7/20/2016,40.87
7/21/2016,40.73
7/22/2016,40.86
7/25/2016,40.21
7/26/2016,40.26
7/27/2016,40
7/28/2016,40.23
7/29/2016,39.66
8/1/2016,38.47
8/2/2016,38.32
8/3/2016,38.94
8/4/2016,38.39
8/5/2016,38.07
8/8/2016,38.01
8/9/2016,37.48
8/10/2016,37.15
8/11/2016,37.18
8/12/2016,37.19
8/15/2016,37.16
8/16/2016,37.7
8/17/2016,37.53
8/18/2016,38.79
8/19/2016,38.83
8/22/2016,38.98
8/23/2016,39.25
8/24/2016,39.12
8/25/2016,38.96
8/26/2016,39.02
8/29/2016,39.52
8/30/2016,39.33
8/31/2016,38.92
9/1/2016,39.05
9/2/2016,39.09
9/6/2016,39.55
9/7/2016,39.43
9/8/2016,40.07
9/9/2016,39.49
9/12/2016,40.26
9/13/2016,38.85
9/14/2016,38.44
9/15/2016,38.89
9/16/2016,38.38
9/19/2016,38.77
9/20/2016,39.61
9/21/2016,40.37
9/22/2016,40.47
9/23/2016,40.1
9/26/2016,39.56
9/27/2016,37.36
9/28/2016,38.26
9/29/2016,37.86
9/30/2016,39.53
10/3/2016,40.09
10/4/2016,39.43
10/5/2016,39.67
10/6/2016,39.66
10/7/2016,39.38
10/10/2016,39.71
10/11/2016,38.68
10/12/2016,38.29
10/13/2016,38.31
10/14/2016,36.72
10/17/2016,35.88
10/18/2016,35.71
10/19/2016,35.92
10/20/2016,35.56
10/21/2016,35.03
10/24/2016,35.09
10/25/2016,35.34
10/26/2016,35.03
10/27/2016,36.16
10/28/2016,35.93
10/31/2016,35.93
11/1/2016,35.4
11/2/2016,34.91
11/3/2016,34.71
11/4/2016,34.48
11/7/2016,35.79
11/8/2016,34.82
11/9/2016,35.77
11/10/2016,35.8
11/11/2016,35.76
11/14/2016,36.69
11/15/2016,37.44
11/16/2016,37.28
11/17/2016,36.42
11/18/2016,36.55
11/21/2016,38.28
11/22/2016,37.85
11/23/2016,38.75
11/25/2016,38.18
11/28/2016,38.21
11/29/2016,38.63
11/30/2016,38.15
12/1/2016,39.18
12/2/2016,38.75
12/5/2016,39.64
12/6/2016,39.42
12/7/2016,39.92
12/8/2016,40.49
12/9/2016,40.66
12/12/2016,38.05
12/13/2016,38.59
12/14/2016,37.34
12/15/2016,36.6
12/16/2016,35.42
12/19/2016,35.81
12/20/2016,35.74
12/21/2016,36.5
12/22/2016,36.26
12/23/2016,36.14
12/27/2016,36.51
12/28/2016,36.06
12/29/2016,35.72
12/30/2016,35.6
1/3/2017,34.88
1/4/2017,35.49
1/5/2017,35.85
1/6/2017,35.56
1/9/2017,34.39
1/10/2017,34.48
1/11/2017,34.12
1/12/2017,34.26
1/13/2017,33.83
1/17/2017,33.81
1/18/2017,34.04
1/19/2017,34.02
1/20/2017,34.22
1/23/2017,33.98
1/24/2017,34.85
1/25/2017,34.9
1/26/2017,35.53
1/27/2017,34.93
1/30/2017,33.7
1/31/2017,33
2/1/2017,33.09
2/2/2017,34.77
2/3/2017,35.42
2/6/2017,34.85
2/7/2017,33.91
2/8/2017,33.57
2/9/2017,34.7
2/10/2017,35.03
2/13/2017,34.04
2/14/2017,34.41
2/15/2017,34.85
2/16/2017,33.89
2/17/2017,33.79
2/21/2017,33.97
2/22/2017,32.96
2/23/2017,33.09
2/24/2017,32.63
2/27/2017,32.98
2/28/2017,32.6
3/1/2017,33.22
3/2/2017,33.06
3/3/2017,32.27
3/6/2017,32.71
3/7/2017,32
3/8/2017,31.56
3/9/2017,31.31
3/10/2017,31.07
3/13/2017,31.47
3/14/2017,31.21
3/15/2017,31.68
3/16/2017,31.33
3/17/2017,31.47
3/20/2017,31.61
3/21/2017,31.44
3/22/2017,30.9
3/23/2017,31.05
3/24/2017,31.19
3/27/2017,31.97
3/28/2017,32.48
3/29/2017,33.29
3/30/2017,33.03
3/31/2017,33.26
4/3/2017,33.15
4/4/2017,33.97
4/5/2017,33.87
4/6/2017,34.56
4/7/2017,34.29
4/10/2017,34.54
4/11/2017,34.62
4/12/2017,34.49
4/13/2017,34.09
4/17/2017,34.09
4/18/2017,34.06
4/19/2017,33.89
4/20/2017,34.44
4/21/2017,34.21
4/24/2017,34.12
4/25/2017,34.53
4/26/2017,34.78
4/27/2017,32.32
4/28/2017,31.65
5/1/2017,31.63
5/2/2017,32.15
5/3/2017,31.68
5/4/2017,30.62
5/5/2017,31.69
5/8/2017,31.1
5/9/2017,30.68
5/10/2017,31.07
5/11/2017,30.89
5/12/2017,30.93
5/15/2017,30.86
5/16/2017,30.57
5/17/2017,30.29
5/18/2017,30.19
5/19/2017,30.71
5/22/2017,30.76
5/23/2017,31.14
5/24/2017,30.8
5/25/2017,30.65
5/26/2017,30.86
5/30/2017,30.48
5/31/2017,30.09
6/1/2017,30.58
6/2/2017,29.82
6/5/2017,29.27
6/6/2017,29.38
6/7/2017,29.15
6/8/2017,29.88
6/9/2017,30.75
6/12/2017,30.92
6/13/2017,31.52
6/14/2017,31.31
6/15/2017,31.41
6/16/2017,31.99
6/19/2017,29.13
6/20/2017,28.53
6/21/2017,27.67
6/22/2017,28.32
6/23/2017,30.59
6/26/2017,31.76
6/27/2017,31.72
6/28/2017,31.98
6/29/2017,32.12
6/30/2017,31.89
7/3/2017,32.52
7/5/2017,32.55
7/6/2017,32.12
7/7/2017,31.97
7/10/2017,32.61
7/11/2017,33.23
7/12/2017,33.33
7/13/2017,33.59
7/14/2017,33.68
7/17/2017,33.84
7/18/2017,33.29
7/19/2017,34.03
7/20/2017,33.73
7/21/2017,34.26
7/24/2017,34.34
7/25/2017,34.87
7/26/2017,34.82
7/27/2017,36.48
7/28/2017,35.98
7/31/2017,34.67
8/1/2017,34.8
8/2/2017,34.3
8/3/2017,33.81
8/4/2017,34
8/7/2017,33.56
8/8/2017,34.17
8/9/2017,34.14
8/10/2017,33.79
8/11/2017,34.26
8/14/2017,33.65
8/15/2017,33.23
8/16/2017,33.07
8/17/2017,33.23
8/18/2017,32.8
8/21/2017,32.76
8/22/2017,33.35
8/23/2017,33.23
8/24/2017,33.36
8/25/2017,33.24
8/28/2017,33.11
8/29/2017,33.3
8/30/2017,33.63
8/31/2017,33.93
9/1/2017,34.08
9/5/2017,34.12
9/6/2017,34.25
9/7/2017,33.81
9/8/2017,33.03
9/11/2017,33.19
9/12/2017,33.87
9/13/2017,34.35
9/14/2017,35.31
9/15/2017,35.31
9/18/2017,35.01
9/19/2017,34.9
9/20/2017,35.11
9/21/2017,34.75
9/22/2017,34.98
9/25/2017,35.08
9/26/2017,35.35
9/27/2017,35.53
9/28/2017,35.41
9/29/2017,35.51
10/2/2017,35.58
10/3/2017,34.95
10/4/2017,34.95
10/5/2017,35.41
10/6/2017,34.63
10/9/2017,34.24
10/10/2017,34.23
10/11/2017,34.35
10/12/2017,34.56
10/13/2017,34.3
10/16/2017,34.05
10/17/2017,34.47
10/18/2017,34.26
10/19/2017,34.33
10/20/2017,34.48
10/23/2017,34.28
10/24/2017,34.87
10/25/2017,33.13
10/26/2017,32.7
10/27/2017,34.46
10/30/2017,33.72
10/31/2017,34.04
11/1/2017,33.78
11/2/2017,33.77
11/3/2017,34.17
11/6/2017,34.75
11/7/2017,34.42
11/8/2017,35.08
11/9/2017,35.88
11/10/2017,35.48
11/13/2017,35.15
11/14/2017,32.99
11/15/2017,32.39
11/16/2017,32.28
11/17/2017,32.13
11/20/2017,32.3
11/21/2017,31.75
11/22/2017,31.67
11/24/2017,31.38
11/27/2017,30.96
11/28/2017,30.96
11/29/2017,31.63
11/30/2017,32.44
12/1/2017,32.43
12/4/2017,32.47
12/5/2017,32.13
12/6/2017,31.13
12/7/2017,30.37
12/8/2017,30.69
12/11/2017,31.1
12/12/2017,30.48
12/13/2017,30.92
12/14/2017,30.49
12/15/2017,29.78
12/18/2017,30.12
12/19/2017,29.62
12/20/2017,29.51
12/21/2017,30.17
12/22/2017,29.81
12/26/2017,30.18
12/27/2017,30.12
12/28/2017,31.17
12/29/2017,30.98
1/2/2018,31.91
1/3/2018,32.08
1/4/2018,32.1
1/5/2018,31.47
1/8/2018,31.97
1/9/2018,31.95
1/10/2018,31.57
1/11/2018,31.95
1/12/2018,31.82
1/16/2018,31.64
1/17/2018,31.66
1/18/2018,31.11
1/19/2018,30.5
1/22/2018,31.11
1/23/2018,31.81
1/24/2018,31.99
1/25/2018,31.83
1/26/2018,31.97
1/29/2018,30.95
1/30/2018,29.75
1/31/2018,29.55
2/1/2018,29.02
2/2/2018,28.26
2/5/2018,26.82
2/6/2018,27.02
2/7/2018,25.94
2/8/2018,25.18
2/9/2018,24.89
2/12/2018,26
2/13/2018,25.79
2/14/2018,26.41
2/15/2018,29.04
2/16/2018,28.61
2/20/2018,27.98
2/21/2018,27.11
2/22/2018,27.66
2/23/2018,28.35
2/26/2018,28.58
2/27/2018,27.96
2/28/2018,27.39
3/1/2018,27.29
3/2/2018,27.39
3/5/2018,28.25
3/6/2018,28.21
3/7/2018,27.95
3/8/2018,27.8
3/9/2018,28.55
3/12/2018,28.41
3/13/2018,28.67
3/14/2018,28.55
3/15/2018,27.07
3/16/2018,27.46
3/19/2018,26.48
3/20/2018,26.41
3/21/2018,26.97
3/22/2018,26.55
3/23/2018,26.25
3/26/2018,26.61
3/27/2018,25.83
3/28/2018,25.36
3/29/2018,25.86
4/2/2018,25.06
4/3/2018,25.66
4/4/2018,25.49
4/5/2018,26.53
4/6/2018,25.53
4/9/2018,25.39
4/10/2018,26.44
4/11/2018,26.51
4/12/2018,26.31
4/13/2018,26.59
4/16/2018,26.68
4/17/2018,26.88
4/18/2018,26.75
4/19/2018,26.25
4/20/2018,25.78
4/23/2018,26.1
4/24/2018,25.39
4/25/2018,25.56
4/26/2018,27.73
4/27/2018,27.2
4/30/2018,27.32
5/1/2018,27.34
5/2/2018,27.1
5/3/2018,25.63
5/4/2018,26.47
5/7/2018,26.89
5/8/2018,27.51
5/9/2018,27.89
5/10/2018,28.12
5/11/2018,27.65
5/14/2018,28.14
5/15/2018,28.44
5/16/2018,29.15
5/17/2018,29.36
5/18/2018,29.36
5/21/2018,29.22
5/22/2018,28.61
5/23/2018,28.41
5/24/2018,27.67
5/25/2018,27.34
5/29/2018,26.93
5/30/2018,27.89
5/31/2018,28.06
6/1/2018,28.26
6/4/2018,27.51
6/5/2018,27.61
6/6/2018,28.14
6/7/2018,28.93
6/8/2018,28.92
6/11/2018,29.51
6/12/2018,30.21
6/13/2018,30.91
6/14/2018,30.57
6/15/2018,30.19
6/18/2018,30.43
6/19/2018,30.73
6/20/2018,30.91
6/21/2018,30.46
6/22/2018,29.22
6/25/2018,29.29
6/26/2018,29.97
6/27/2018,29.92
6/28/2018,30.61
6/29/2018,30.04
7/2/2018,29.64
7/3/2018,29.67
7/5/2018,29.92
7/6/2018,30.44
7/9/2018,30.97
7/10/2018,30.7
7/11/2018,30.38
7/12/2018,30.06
7/13/2018,30.22
7/16/2018,29.87
7/17/2018,29.91
7/18/2018,29.87
7/19/2018,30.31
7/20/2018,30.31
7/23/2018,29.89
7/24/2018,29.94
7/25/2018,30.17
7/26/2018,29.58
7/27/2018,27.14
7/30/2018,27.05
7/31/2018,27.04
8/1/2018,26.78
8/2/2018,26.94
8/3/2018,27.41
8/6/2018,27.49
8/7/2018,27.79
8/8/2018,27.52
8/9/2018,27.19
8/10/2018,27.11
8/13/2018,26.86
8/14/2018,27.41
8/15/2018,26.8
8/16/2018,27.14
8/17/2018,26.96
8/20/2018,27.22
8/21/2018,27.88
8/22/2018,28.13
8/23/2018,28.02
8/24/2018,27.84
8/27/2018,27.22
8/28/2018,27.23
8/29/2018,27.59
8/30/2018,27.92
8/31/2018,27.77
9/4/2018,26.84
9/5/2018,26.55
9/6/2018,25.54
9/7/2018,25.34
9/10/2018,25.02
9/11/2018,25.51
9/12/2018,25.68
9/13/2018,26.01
9/14/2018,25.88
9/17/2018,25.61
9/18/2018,25.33
9/19/2018,25.9
9/20/2018,26.4
9/21/2018,26.26
9/24/2018,25.46
9/25/2018,25.55
9/26/2018,24.19
9/27/2018,24.34
9/28/2018,24.08
10/1/2018,23.98
10/2/2018,24.05
10/3/2018,24.05
10/4/2018,24.08
10/5/2018,24.41
10/8/2018,24.88
10/9/2018,25.25
10/10/2018,24.85
10/11/2018,24.69
10/12/2018,24.71
10/15/2018,25.56
10/16/2018,25.89
10/17/2018,25.78
10/18/2018,25.41
10/19/2018,25.25
10/22/2018,24.19
10/23/2018,23.11
10/24/2018,22.02
10/25/2018,19.24
10/26/2018,17.72
10/29/2018,16.87
10/30/2018,17.89
10/31/2018,18.49
11/1/2018,18.99
11/2/2018,17.76
11/5/2018,19.24
11/6/2018,19.06
11/7/2018,18.6
11/8/2018,18.94
11/9/2018,19.54
11/12/2018,18.86
11/13/2018,18.56
11/14/2018,17.48
11/15/2018,17.2
11/16/2018,16.63
11/19/2018,17.1
11/20/2018,16.71
11/21/2018,17.79
11/23/2018,18.11
11/26/2018,18.68
11/27/2018,18.67
11/28/2018,19.07
11/29/2018,18.8
11/30/2018,18.71
12/3/2018,18.91
12/4/2018,18.25
12/6/2018,17.99
12/7/2018,18.41
12/10/2018,19.63
12/11/2018,20.28
12/12/2018,19.99
12/13/2018,20.19
12/14/2018,19.4
12/17/2018,18.89
12/18/2018,18.87
12/19/2018,18.89
12/20/2018,18.55
12/21/2018,18.67
12/24/2018,17.59
12/26/2018,19.37
12/27/2018,19.83
12/28/2018,19.19
12/31/2018,18.89
1/2/2019,19.9
1/3/2019,19.32
1/4/2019,19.52
1/7/2019,19.74
1/8/2019,20.35
1/9/2019,19.96
1/10/2019,19.79
1/11/2019,20.37
1/14/2019,20.79
1/15/2019,20.95
1/16/2019,20.5
1/17/2019,20.96
1/18/2019,21.18
1/22/2019,19.99
1/23/2019,19.05
1/24/2019,18.89
1/25/2019,19.97
1/28/2019,19.35
1/29/2019,19.77
1/30/2019,19.85
1/31/2019,19.47
2/1/2019,19.66
2/4/2019,19.78
2/5/2019,19.09
2/6/2019,18.68
2/7/2019,17.84
2/8/2019,17.79
2/11/2019,18.38
2/12/2019,18.88
2/13/2019,19.21
2/14/2019,18.2
2/15/2019,18.93
2/19/2019,18.97
2/20/2019,19.35
2/21/2019,19.03
2/22/2019,19.31
2/25/2019,19.81
2/26/2019,19.04
2/27/2019,18.31
2/28/2019,18.12
3/1/2019,19.49
3/4/2019,19.83
3/5/2019,19.4
3/6/2019,18.85
3/7/2019,18.87
3/8/2019,18.36
3/11/2019,18.7
3/12/2019,19.65
3/13/2019,19.64
3/14/2019,19.86
3/15/2019,19.41
3/18/2019,20.04
3/19/2019,20.05
3/20/2019,20.83
3/21/2019,20.26
3/22/2019,19.51
3/25/2019,20
3/26/2019,20.13
3/27/2019,20.33
3/28/2019,20.65
3/29/2019,20.74
4/1/2019,20.55
4/2/2019,20.62
4/3/2019,20.1
4/4/2019,20.89
4/5/2019,21.61
4/8/2019,21.51
4/9/2019,20.93
4/10/2019,21.06
4/11/2019,20.96
4/12/2019,21.33
4/15/2019,21.58
4/16/2019,21.73
4/17/2019,21.26
4/18/2019,20.44
4/22/2019,21.05
4/23/2019,21.01
4/24/2019,20.75
4/25/2019,20.16
4/26/2019,20.99
4/29/2019,21.07
4/30/2019,20.45
5/1/2019,20.08
